Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Gender_encoded,Item Purchased_encoded,Category_encoded,Location_encoded,Size_encoded,Color_encoded,Season_encoded,Subscription Status_encoded,Payment Method_encoded,Shipping Type_encoded,Discount Applied_encoded,Promo Code Used_encoded,Preferred Payment Method_encoded,Frequency of Purchases_encoded,Is_High_Value,Is_Frequent_Buyer,Has_Subscription,Used_Discount,Used_Promo,Customer_Engagement_Score,Age_Group,Age_Group_encoded,Spending_Per_Purchase,Cluster
84,-0.5306229730499223,Male,Dress,Clothing,-0.8345605234042843,Texas,M,Turquoise,Summer,0.4888090161935072,Yes,Debit Card,Standard,Yes,Yes,0.5987053082739372,Bank Transfer,Weekly,1,5,1,42,1,21,2,1,3,4,1,1,0,6,0,1,1,1,1,3,,1,-0.5220227387030624,0
85,0.5216182167144389,Male,Coat,Outerwear,-1.1723647596001519,Arizona,S,Peach,Spring,0.9077267930367576,Yes,Cash,Standard,Yes,Yes,1.1525196999886884,Bank Transfer,Every 3 Months,1,4,3,2,2,15,1,1,1,4,1,1,0,2,0,1,1,1,1,3,Young Adult,0,-0.5446476330071742,1
86,0.5873832910747114,Male,Sunglasses,Accessories,1.4878436004423055,New Mexico,M,Charcoal,Winter,1.0473660519845072,Yes,Credit Card,Next Day Air,Yes,Yes,-1.6165522585850671,Debit Card,Bi-Weekly,1,22,0,30,1,4,3,1,2,3,1,1,3,1,1,0,1,1,1,3,Young Adult,0,-2.413167058793645,0
87,-1.3198038653731932,Male,Hoodie,Clothing,-0.7923349938798009,Nevada,L,Pink,Spring,-0.06974801959749115,Yes,Venmo,2-Day Shipping,Yes,Yes,1.498653694810408,Cash,Bi-Weekly,1,9,1,27,0,16,1,1,5,0,1,1,1,1,0,1,1,1,1,3,,1,-0.31710476546847816,0
88,0.5216182167144389,Male,Shoes,Footwear,-0.2856286395859995,Ohio,M,Green,Fall,-0.06974801959749115,Yes,Debit Card,2-Day Shipping,Yes,Yes,1.2909732979173765,Debit Card,Fortnightly,1,17,2,34,1,8,0,1,3,0,1,1,3,3,0,1,1,1,1,3,Young Adult,0,-0.12467567380451444,0
89,-0.72791819613074,Male,T-shirt,Clothing,-0.5389818167329001,Wyoming,M,Orange,Fall,-0.3490265374929911,Yes,Credit Card,Free Shipping,Yes,Yes,0.6679321072382811,Credit Card,Monthly,1,24,1,49,1,14,0,1,2,2,1,1,2,4,0,1,1,1,1,3,,1,-0.3231437385214272,0
90,0.192792844913076,Male,Jacket,Outerwear,0.9811372461485041,California,XL,Pink,Fall,-0.20938727854524108,Yes,Bank Transfer,Next Day Air,Yes,Yes,-0.7166038720485969,Cash,Quarterly,1,10,3,4,3,16,0,1,0,3,1,1,1,5,1,0,1,1,1,3,Young Adult,0,3.019915543557774,1
91,-1.2540387910129207,Male,Hat,Accessories,-0.4967562872084167,South Carolina,L,Violet,Summer,-1.18686209117949,Yes,Venmo,Express,Yes,Yes,0.2525713134522177,Credit Card,Monthly,1,8,0,39,0,22,2,1,5,1,1,1,2,4,0,1,1,1,1,3,,1,-0.3965892255981054,0
92,-0.004502378167741707,Male,Scarf,Accessories,1.6567457185402394,South Carolina,S,Green,Winter,1.1870053109322565,Yes,PayPal,Standard,Yes,Yes,-0.5089234751555651,Credit Card,Every 3 Months,1,15,0,39,2,8,3,1,4,4,1,1,2,2,1,0,1,1,1,3,,1,3.019915543557774,0
93,1.113503885956892,Male,Jacket,Outerwear,1.1500393642464377,Texas,M,Olive,Winter,0.9077267930367576,Yes,Cash,2-Day Shipping,Yes,Yes,-0.8550574699772846,Venmo,Every 3 Months,1,10,3,42,1,13,3,1,1,0,1,1,5,2,1,0,1,1,1,3,Young Adult,0,3.019915543557774,0
94,-0.4648578986896497,Male,Sweater,Clothing,0.09440112613435153,Florida,M,Purple,Fall,1.0473660519845072,Yes,PayPal,Standard,Yes,Yes,1.429426895846064,Credit Card,Weekly,1,23,1,8,1,17,0,1,4,4,1,1,2,6,1,1,1,1,1,3,,1,0.03885736438324715,1
95,0.9162086628760744,Male,Skirt,Clothing,0.6855585394771199,Nevada,S,Silver,Spring,1.1870053109322565,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.1833445144878738,Credit Card,Weekly,1,19,1,27,2,19,1,1,0,2,1,1,2,6,1,1,1,1,1,3,Young Adult,0,0.5793397705264345,0
96,-0.4648578986896497,Male,Sneakers,Footwear,1.6989712480647228,Missouri,L,Pink,Fall,0.06989123935025808,Yes,PayPal,Free Shipping,Yes,Yes,1.567880493774752,PayPal,Monthly,1,20,2,24,0,16,0,1,4,2,1,1,4,4,1,1,1,1,1,3,,1,0.6616239549244974,1
97,-0.7936832704910126,Male,Gloves,Accessories,0.5588819509036695,Delaware,S,Gold,Spring,-0.20938727854524108,Yes,Venmo,Express,Yes,Yes,1.2217464989530324,Venmo,Every 3 Months,1,6,0,7,2,6,1,1,5,1,1,1,5,2,1,1,1,1,1,3,,1,0.2515507287474224,1
98,-1.517099088454011,Male,Shoes,Footwear,1.3611670118688552,Virginia,M,Teal,Winter,1.4662838288277562,Yes,PayPal,Store Pickup,Yes,Yes,0.806385705166969,Cash,Annually,1,17,2,45,1,20,3,1,4,5,1,1,1,0,1,1,1,1,1,3,,1,0.7535306595791728,0
99,-1.5828641628142834,Male,Jeans,Clothing,0.3055287737567688,New York,XL,Teal,Spring,-1.6057798680227393,Yes,Cash,Next Day Air,Yes,Yes,-0.37046987722687724,Bank Transfer,Annually,1,11,1,31,3,20,1,1,1,3,1,1,0,0,1,0,1,1,1,3,,1,0.4853282832772067,0
100,-1.188273716652648,Male,Hoodie,Clothing,-0.8345605234042843,Missouri,XL,Indigo,Summer,-0.06974801959749115,Yes,Cash,Express,Yes,Yes,0.5294785093095933,Debit Card,Quarterly,1,9,1,24,3,9,2,1,1,1,1,1,3,5,0,1,1,1,1,3,,1,-0.5456503758140446,1
101,1.1792689603171647,Male,Sunglasses,Accessories,1.614520189015756,South Dakota,M,Maroon,Fall,-1.4661406090749896,Yes,PayPal,Express,Yes,Yes,0.39102491138090556,Cash,Fortnightly,1,22,0,40,1,12,0,1,4,1,1,1,1,3,1,1,1,1,1,3,Young Adult,0,1.1606695004570269,0
102,-1.1225086422923753,Male,Coat,Outerwear,1.065588305197471,North Dakota,XL,White,Spring,1.1870053109322565,Yes,Venmo,Express,Yes,Yes,1.7063340917034395,Credit Card,Bi-Weekly,1,4,3,33,3,23,1,1,5,1,1,1,2,1,1,1,1,1,1,3,,1,0.39373864020120336,0
103,0.45585314235416624,Male,Socks,Clothing,0.3055287737567688,Oklahoma,L,Violet,Winter,1.4662838288277562,Yes,Credit Card,Next Day Air,Yes,Yes,0.6679321072382811,Credit Card,Quarterly,1,21,1,35,0,22,3,1,2,3,1,1,2,5,1,1,1,1,1,3,Young Adult,0,0.18317818359085097,0
104,0.653148365434984,Male,Boots,Footwear,1.2344904232954048,West Virginia,L,Red,Winter,0.349169757245758,Yes,Debit Card,Next Day Air,Yes,Yes,-0.2320162792981895,Venmo,Bi-Weekly,1,3,2,47,0,18,3,1,3,3,1,1,5,1,1,0,1,1,1,3,Young Adult,0,1.6074434783165508,0
105,0.7189134397952566,Male,Sunglasses,Accessories,-1.5101689957960194,New Hampshire,L,Pink,Spring,0.9077267930367576,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,-1.6857790575494114,PayPal,Monthly,1,22,0,28,0,16,1,1,0,0,1,1,4,4,0,0,1,1,1,3,Young Adult,0,2.2021217754775333,0
106,1.6396244808390725,Male,Backpack,Accessories,1.530069129966789,New York,M,Charcoal,Fall,-0.20938727854524108,Yes,Bank Transfer,Next Day Air,Yes,Yes,-1.4780986606563795,Bank Transfer,Annually,1,0,0,31,1,4,0,1,0,3,1,1,0,0,1,0,1,1,1,3,Young Adult,0,-3.089088900884732,0
107,1.3107991090377098,Male,Jacket,Outerwear,-1.0456881710267014,Minnesota,L,White,Summer,-0.06974801959749115,Yes,Cash,Standard,Yes,Yes,0.39102491138090556,Credit Card,Monthly,1,10,3,22,0,23,2,1,1,4,1,1,2,4,0,1,1,1,1,3,Young Adult,0,-0.7517393559750273,1
108,-1.056743567932103,Male,Sneakers,Footwear,0.3055287737567688,Maryland,L,Olive,Winter,-0.9075835732839902,Yes,Cash,Next Day Air,Yes,Yes,1.429426895846064,PayPal,Fortnightly,1,20,2,19,0,13,3,1,1,3,1,1,4,3,1,1,1,1,1,3,,1,0.12576166596293745,1
109,1.7053895551993452,Male,Socks,Clothing,0.8122351280505702,Montana,L,Purple,Spring,-0.488665796440741,Yes,Bank Transfer,Next Day Air,Yes,Yes,0.4602517103452494,Bank Transfer,Bi-Weekly,1,21,1,25,0,17,1,1,0,3,1,1,0,1,1,1,1,1,1,3,Young Adult,0,0.5562295337825917,0
110,0.9162086628760744,Male,T-shirt,Clothing,1.065588305197471,Alabama,M,Violet,Spring,-1.6057798680227393,Yes,Cash,Next Day Air,Yes,Yes,1.2217464989530324,Bank Transfer,Fortnightly,1,24,1,0,1,22,1,1,1,3,1,1,0,3,1,1,1,1,1,3,Young Adult,0,0.4796174116622284,1
111,0.7846785141555291,Male,Backpack,Accessories,-1.4257179367470525,New York,M,Black,Summer,0.349169757245758,Yes,Bank Transfer,Standard,Yes,Yes,0.04489091655918603,Venmo,Fortnightly,1,0,0,31,1,1,2,1,0,4,1,1,5,3,0,1,1,1,1,3,Young Adult,0,-1.364465815668037,0
112,-1.188273716652648,Male,Belt,Accessories,0.6433330099526364,Massachusetts,L,Purple,Summer,1.745562346723256,Yes,PayPal,Free Shipping,Yes,Yes,-1.13196466583466,Credit Card,Annually,1,1,0,20,0,17,2,1,4,2,1,1,2,0,1,0,1,1,1,3,,1,-3.089088900884732,1
113,-0.4648578986896497,Male,Gloves,Accessories,0.2210777147078019,Florida,M,Red,Spring,0.7680875340890072,Yes,Credit Card,Free Shipping,Yes,Yes,0.1833445144878738,PayPal,Bi-Weekly,1,6,0,8,1,18,1,1,2,2,1,1,4,1,1,1,1,1,1,3,,1,0.18682447250239684,1
114,-0.004502378167741707,Male,Hat,Accessories,-0.243403110061516,New Jersey,L,Maroon,Winter,-0.9075835732839902,Yes,Debit Card,Next Day Air,Yes,Yes,-0.37046987722687724,PayPal,Quarterly,1,8,0,29,0,12,3,1,3,3,1,1,4,5,0,0,1,1,1,3,,1,-0.38664251519738063,0
115,1.7053895551993452,Male,Coat,Outerwear,1.4878436004423055,Massachusetts,S,Blue,Summer,-0.06974801959749115,Yes,Venmo,Store Pickup,Yes,Yes,-1.13196466583466,Cash,Weekly,1,4,3,20,2,2,2,1,5,5,1,1,1,6,1,0,1,1,1,3,Young Adult,0,-3.089088900884732,1
116,0.5873832910747114,Male,Skirt,Clothing,1.4456180709178221,Wyoming,M,Gray,Spring,0.06989123935025808,Yes,Cash,Standard,Yes,Yes,1.567880493774752,Debit Card,Every 3 Months,1,19,1,49,1,7,1,1,1,4,1,1,3,2,1,1,1,1,1,3,Young Adult,0,0.5629615842413218,0
117,0.7189134397952566,Male,Shoes,Footwear,1.1078138347219546,Virginia,S,Blue,Spring,-0.488665796440741,Yes,PayPal,Free Shipping,Yes,Yes,-0.9242842689416285,Venmo,Annually,1,17,2,45,2,2,1,1,4,2,1,1,5,0,1,0,1,1,1,3,Young Adult,0,3.019915543557774,0
118,0.3900880679938937,Male,Sandals,Footwear,-1.1723647596001519,South Dakota,L,Yellow,Summer,1.1870053109322565,Yes,Bank Transfer,Express,Yes,Yes,0.2525713134522177,Cash,Fortnightly,1,14,2,40,0,24,2,1,0,1,1,1,1,3,0,1,1,1,1,3,Young Adult,0,-0.9359664771253557,0
119,0.3900880679938937,Male,Sweater,Clothing,-0.6234328757818671,Kentucky,L,Orange,Fall,1.4662838288277562,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,0.11411771552352994,Cash,Bi-Weekly,1,23,1,16,0,14,0,1,0,0,1,1,1,1,0,1,1,1,1,3,Young Adult,0,-0.5595754085006293,1
120,-0.39909282432937715,Male,Coat,Outerwear,0.6855585394771199,Wyoming,M,Orange,Fall,0.7680875340890072,Yes,Debit Card,Express,Yes,Yes,1.2909732979173765,Cash,Annually,1,4,3,49,1,14,0,1,3,1,1,1,1,0,1,1,1,1,1,3,,1,0.29924335656828965,0
121,1.3107991090377098,Male,Hat,Accessories,1.0233627756729875,West Virginia,L,Red,Summer,0.349169757245758,Yes,PayPal,Express,Yes,Yes,0.4602517103452494,Bank Transfer,Annually,1,8,0,47,0,18,2,1,4,1,1,1,0,0,1,1,1,1,1,3,Young Adult,0,0.7008125848597927,0
122,-1.6486292371745561,Male,Shorts,Clothing,0.5166564213791861,Virginia,M,Olive,Winter,0.6284482751412579,Yes,Cash,Standard,Yes,Yes,-0.9935110679059725,Cash,Fortnightly,1,18,1,45,1,13,3,1,1,4,1,1,1,3,1,0,1,1,1,3,,1,3.019915543557774,0
123,-0.267562675608832,Male,Backpack,Accessories,-0.8345605234042843,Washington,L,Brown,Spring,1.4662838288277562,Yes,Credit Card,2-Day Shipping,Yes,Yes,1.2909732979173765,Cash,Fortnightly,1,0,0,46,0,3,1,1,2,0,1,1,1,3,0,1,1,1,1,3,,1,-0.3642820822760994,0
124,0.8504435885158017,Male,Sweater,Clothing,1.2344904232954048,Louisiana,L,Brown,Fall,-0.9075835732839902,Yes,Debit Card,Free Shipping,Yes,Yes,1.429426895846064,Cash,Weekly,1,23,1,17,0,3,0,1,3,2,1,1,1,6,1,1,1,1,1,3,Young Adult,0,0.5081405929135748,1
125,-0.004502378167741707,Male,Sweater,Clothing,1.1078138347219546,Nevada,M,Gray,Spring,-0.9075835732839902,Yes,PayPal,Next Day Air,Yes,Yes,1.7063340917034395,PayPal,Annually,1,23,1,27,1,7,1,1,4,3,1,1,4,0,1,1,1,1,1,3,,1,0.4093411224128159,0
126,0.32432299363362105,Male,Shorts,Clothing,-0.243403110061516,California,M,Indigo,Winter,-0.20938727854524108,Yes,Cash,Next Day Air,Yes,Yes,1.3602000968817205,Venmo,Every 3 Months,1,18,1,4,1,9,3,1,1,3,1,1,5,2,0,1,1,1,1,3,Young Adult,0,-0.10312816713426055,1
127,-0.07026745252801421,Male,Shorts,Clothing,-1.003462641502218,Mississippi,L,Pink,Spring,0.209530498298008,Yes,Bank Transfer,Store Pickup,Yes,Yes,1.567880493774752,Cash,Every 3 Months,1,18,1,23,0,16,1,1,0,5,1,1,1,2,0,1,1,1,1,3,,1,-0.39077466569604286,1
128,-1.3198038653731932,Male,Sweater,Clothing,1.2344904232954048,Mississippi,M,Gray,Winter,1.4662838288277562,Yes,Venmo,Next Day Air,Yes,Yes,0.04489091655918603,Credit Card,Weekly,1,23,1,23,1,7,3,1,5,3,1,1,2,6,1,1,1,1,1,3,,1,1.1814538759323967,1
129,-1.5828641628142834,Male,Scarf,Accessories,-1.1723647596001519,California,M,Gold,Spring,1.326644569880007,Yes,Venmo,Standard,Yes,Yes,-0.3012430782625334,Credit Card,Fortnightly,1,15,0,4,1,6,1,1,5,4,1,1,2,3,0,0,1,1,1,3,,1,-1.6777862560345795,1
130,-1.3198038653731932,Male,Dress,Clothing,0.3055287737567688,Pennsylvania,XL,Olive,Summer,0.6284482751412579,Yes,Cash,2-Day Shipping,Yes,Yes,1.6371072927390955,PayPal,Bi-Weekly,1,5,1,37,3,13,2,1,1,0,1,1,4,1,1,1,1,1,1,3,,1,0.11585754383145477,0
131,-0.004502378167741707,Male,Scarf,Accessories,-0.8767860529287678,Kentucky,L,Violet,Fall,-0.06974801959749115,Yes,Credit Card,Next Day Air,Yes,Yes,-0.8550574699772846,PayPal,Fortnightly,1,15,0,16,0,22,0,1,2,3,1,1,4,3,0,0,1,1,1,3,,1,-3.089088900884732,1
132,-1.056743567932103,Male,Skirt,Clothing,-1.2990413481736023,Maine,L,Indigo,Summer,0.209530498298008,Yes,PayPal,Standard,Yes,Yes,1.429426895846064,Credit Card,Weekly,1,19,1,18,0,9,2,1,4,4,1,1,2,6,0,1,1,1,1,3,,1,-0.5347110260427089,1
133,-0.9252134192115578,Male,Backpack,Accessories,-0.07450099196358217,New Mexico,M,Orange,Fall,1.326644569880007,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,1.1525196999886884,PayPal,Weekly,1,0,0,30,1,14,0,1,0,0,1,1,4,6,0,1,1,1,1,3,,1,-0.03461106161489425,0
134,0.5216182167144389,Male,Sweater,Clothing,0.2210777147078019,Montana,M,Violet,Winter,-1.745419126970489,Yes,Bank Transfer,Next Day Air,Yes,Yes,-0.02433588240515777,Venmo,Annually,1,23,1,25,1,22,3,1,0,3,1,1,5,0,1,0,1,1,1,3,Young Adult,0,0.2265920317463263,0
135,-0.07026745252801421,Male,Hat,Accessories,1.4456180709178221,Texas,L,Gray,Fall,1.6059230877755069,Yes,Credit Card,Store Pickup,Yes,Yes,-0.02433588240515777,Cash,Monthly,1,8,0,42,0,7,0,1,2,5,1,1,1,4,1,0,1,1,1,3,,1,1.4816759629138423,0
136,-0.07026745252801421,Male,Sandals,Footwear,0.8966861870995372,Kansas,M,Purple,Fall,0.4888090161935072,Yes,PayPal,Express,Yes,Yes,-0.9242842689416285,PayPal,Quarterly,1,14,2,15,1,17,0,1,4,1,1,1,4,5,1,0,1,1,1,3,,1,3.019915543557774,1
137,-0.33332774996910464,Male,Blouse,Clothing,1.1078138347219546,South Carolina,M,White,Winter,-0.628305055388491,Yes,Credit Card,Free Shipping,Yes,Yes,-1.4780986606563795,Debit Card,Quarterly,1,2,1,39,1,23,3,1,2,2,1,1,3,5,1,0,1,1,1,3,,1,-2.317123903256792,0
138,1.5738594064788,Male,Sneakers,Footwear,-0.707883934830834,Colorado,M,Turquoise,Spring,1.326644569880007,Yes,Cash,Free Shipping,Yes,Yes,0.8756125041313129,PayPal,Weekly,1,20,2,5,1,21,1,1,1,2,1,1,4,6,0,1,1,1,1,3,Young Adult,0,-0.3774148089072851,1
139,1.5738594064788,Male,Skirt,Clothing,-1.2990413481736023,Georgia,M,Maroon,Winter,0.9077267930367576,Yes,Cash,Store Pickup,Yes,Yes,1.1525196999886884,Bank Transfer,Weekly,1,19,1,9,1,12,3,1,1,5,1,1,0,6,0,1,1,1,1,3,Young Adult,0,-0.6034980066293605,1
140,0.32432299363362105,Male,Coat,Outerwear,1.4878436004423055,Florida,M,White,Fall,0.06989123935025808,Yes,Debit Card,Store Pickup,Yes,Yes,0.32179811241656164,Venmo,Annually,1,4,3,8,1,23,0,1,3,5,1,1,5,0,1,1,1,1,1,3,Young Adult,0,1.1256209147720548,1
141,1.2450340346774371,Male,Shirt,Clothing,-1.3412668776980856,North Carolina,L,Yellow,Fall,0.209530498298008,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,1.7063340917034395,Credit Card,Weekly,1,16,1,32,0,24,0,1,0,0,1,1,2,6,0,1,1,1,1,3,Young Adult,0,-0.49560284586071046,0
142,0.7846785141555291,Male,Gloves,Accessories,-0.5812073462573836,Virginia,M,Turquoise,Fall,1.6059230877755069,Yes,PayPal,Free Shipping,Yes,Yes,1.3602000968817205,PayPal,Weekly,1,6,0,45,1,21,0,1,4,2,1,1,4,6,0,1,1,1,1,3,Young Adult,0,-0.24625342021859528,0
143,-0.4648578986896497,Male,Jacket,Outerwear,-0.07450099196358217,Nebraska,L,Violet,Fall,-0.9075835732839902,Yes,PayPal,Free Shipping,Yes,Yes,0.5294785093095933,Credit Card,Fortnightly,1,10,3,26,0,22,0,1,4,2,1,1,2,3,0,1,1,1,1,3,,1,-0.04871006131182054,0
144,-0.9252134192115578,Male,Coat,Outerwear,-0.4967562872084167,Missouri,M,Beige,Fall,-1.4661406090749896,Yes,Bank Transfer,Store Pickup,Yes,Yes,-0.02433588240515777,PayPal,Quarterly,1,4,3,24,1,0,0,1,0,5,1,1,4,5,0,0,1,1,1,3,,1,-0.5091468244553209,1
145,-1.6486292371745561,Male,Shoes,Footwear,-0.707883934830834,New Jersey,M,Silver,Fall,-0.7679443143362402,Yes,Credit Card,Express,Yes,Yes,-0.02433588240515777,Cash,Monthly,1,17,2,29,1,19,0,1,2,1,1,1,1,4,0,0,1,1,1,3,,1,-0.7255406056910996,0
146,-1.3198038653731932,Male,Jewelry,Accessories,1.4878436004423055,Missouri,M,Teal,Fall,1.0473660519845072,Yes,Venmo,Standard,Yes,Yes,1.2909732979173765,Debit Card,Quarterly,1,12,0,24,1,20,0,1,5,4,1,1,3,5,1,1,1,1,1,3,,1,0.6494373381806061,1
147,0.5216182167144389,Male,Skirt,Clothing,-1.2568158186491187,Colorado,S,Black,Fall,0.349169757245758,Yes,Debit Card,Standard,Yes,Yes,-0.3012430782625334,Venmo,Fortnightly,1,19,1,5,2,1,0,1,3,4,1,1,5,3,0,0,1,1,1,3,Young Adult,0,-1.7986452506603192,1
148,1.2450340346774371,Male,Shoes,Footwear,0.1788521851833184,Idaho,M,Purple,Summer,-0.3490265374929911,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,0.39102491138090556,Bank Transfer,Fortnightly,1,17,2,11,1,17,2,1,0,0,1,1,0,3,1,1,1,1,1,3,Young Adult,0,0.12857583190639435,1
149,-0.4648578986896497,Male,Gloves,Accessories,1.2767159528198881,Wyoming,M,Gray,Fall,-1.6057798680227393,Yes,PayPal,Store Pickup,Yes,Yes,1.498653694810408,Debit Card,Annually,1,6,0,49,1,7,0,1,4,5,1,1,3,0,1,1,1,1,1,3,,1,0.5109615451999491,0
150,-0.39909282432937715,Male,Pants,Clothing,0.6855585394771199,Delaware,M,White,Summer,-0.7679443143362402,Yes,Venmo,Free Shipping,Yes,Yes,-0.7858306710129407,PayPal,Monthly,1,13,1,7,1,23,2,1,5,2,1,1,4,4,1,0,1,1,1,3,,1,3.019915543557774,1
151,-0.5963880474101949,Male,Boots,Footwear,1.530069129966789,California,L,Cyan,Fall,1.6059230877755069,Yes,Bank Transfer,Standard,Yes,Yes,-0.578150274119909,Debit Card,Every 3 Months,1,3,2,4,0,5,0,1,0,4,1,1,3,2,1,0,1,1,1,3,,1,3.019915543557774,1
152,-1.056743567932103,Male,Sunglasses,Accessories,-0.5389818167329001,North Dakota,L,Turquoise,Fall,1.0473660519845072,Yes,Debit Card,Next Day Air,Yes,Yes,-1.5473254596207235,Venmo,Annually,1,22,0,33,0,21,0,1,3,3,1,1,5,0,0,0,1,1,1,3,,1,0.9847556097726474,0
153,-0.9252134192115578,Male,Shirt,Clothing,1.065588305197471,South Carolina,S,Brown,Summer,0.7680875340890072,Yes,PayPal,Express,Yes,Yes,1.1525196999886884,Venmo,Annually,1,16,1,39,2,3,2,1,4,1,1,1,5,0,1,1,1,1,1,3,,1,0.4950423009847812,0
154,1.6396244808390725,Male,Hoodie,Clothing,-0.20117758053703258,North Carolina,M,Maroon,Winter,-0.7679443143362402,Yes,Debit Card,Standard,Yes,Yes,-0.2320162792981895,Debit Card,Annually,1,9,1,32,1,12,3,1,3,4,1,1,3,0,0,0,1,1,1,3,Young Adult,0,-0.2619555273296541,0
155,-0.20179760124855942,Male,Dress,Clothing,1.614520189015756,Oklahoma,M,Charcoal,Fall,-0.20938727854524108,Yes,Debit Card,Next Day Air,Yes,Yes,-0.3012430782625334,Venmo,Quarterly,1,5,1,35,1,4,0,1,3,3,1,1,5,5,1,0,1,1,1,3,,1,2.310560566614831,0
156,1.2450340346774371,Male,Socks,Clothing,0.7277840690016033,Maine,S,Olive,Spring,0.7680875340890072,Yes,Cash,Free Shipping,Yes,Yes,-0.3012430782625334,Bank Transfer,Quarterly,1,21,1,18,2,13,1,1,1,2,1,1,0,5,1,0,1,1,1,3,Young Adult,0,1.0415411230445637,1
157,-0.5963880474101949,Male,Shorts,Clothing,-1.4257179367470525,Missouri,M,Lavender,Fall,0.349169757245758,Yes,Venmo,Standard,Yes,Yes,1.0140661020600008,Debit Card,Annually,1,18,1,24,1,10,0,1,5,4,1,1,3,0,0,1,1,1,1,3,,1,-0.7078804093315597,1
158,-0.5306229730499223,Male,Hat,Accessories,0.3477543032812523,Vermont,S,Yellow,Fall,-1.0472228322317403,Yes,Debit Card,Next Day Air,Yes,Yes,-1.6857790575494114,Bank Transfer,Fortnightly,1,8,0,44,2,24,0,1,3,3,1,1,0,3,1,0,1,1,1,3,,1,-0.5070937927500011,0
159,-1.2540387910129207,Male,Shirt,Clothing,0.5588819509036695,Connecticut,XL,Teal,Fall,0.4888090161935072,Yes,Bank Transfer,Standard,Yes,Yes,1.7063340917034395,Bank Transfer,Monthly,1,16,1,6,3,20,0,1,0,4,1,1,0,4,1,1,1,1,1,3,,1,0.20650885366185304,1
160,0.9162086628760744,Male,Gloves,Accessories,-1.3834924072225692,New Hampshire,M,Charcoal,Fall,0.06989123935025808,Yes,Debit Card,Store Pickup,Yes,Yes,0.9448393030956567,Bank Transfer,Every 3 Months,1,6,0,28,1,4,0,1,3,5,1,1,0,2,0,1,1,1,1,3,Young Adult,0,-0.7113659236629086,0
161,-1.1225086422923753,Male,Gloves,Accessories,-1.552394525320503,Texas,M,Orange,Summer,1.1870053109322565,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.5987053082739372,Venmo,Monthly,1,6,0,42,1,14,2,1,0,2,1,1,5,4,0,1,1,1,1,3,,1,-0.9710323205197621,0
162,1.3765641833979823,Male,Backpack,Accessories,-0.4545307576839332,North Dakota,M,Olive,Fall,-1.0472228322317403,Yes,Venmo,Express,Yes,Yes,0.2525713134522177,Venmo,Fortnightly,1,0,0,33,1,13,0,1,5,1,1,1,5,3,0,1,1,1,1,3,Young Adult,0,-0.36287814737765217,0
163,0.653148365434984,Male,Sunglasses,Accessories,0.601107480428153,California,M,Turquoise,Summer,-1.0472228322317403,Yes,Credit Card,Store Pickup,Yes,Yes,0.39102491138090556,PayPal,Bi-Weekly,1,22,0,4,1,21,2,1,2,5,1,1,4,1,1,1,1,1,1,3,Young Adult,0,0.4321327932448157,1
164,0.653148365434984,Male,Skirt,Clothing,0.3055287737567688,Virginia,M,Purple,Summer,-0.488665796440741,Yes,PayPal,Standard,Yes,Yes,-1.201191464799004,Debit Card,Weekly,1,19,1,45,1,17,2,1,4,4,1,1,3,6,1,0,1,1,1,3,Young Adult,0,-1.518597093877718,0
165,0.9819737372363471,Male,Handbag,Accessories,0.2210777147078019,Delaware,S,Purple,Spring,-1.6057798680227393,Yes,Debit Card,Free Shipping,Yes,Yes,-1.4088718616920357,Credit Card,Fortnightly,1,7,0,7,2,17,1,1,3,2,1,1,2,3,1,0,1,1,1,3,Young Adult,0,-0.5407017098044246,1
166,-0.1360325268882868,Male,Handbag,Accessories,0.009950067085384621,Kentucky,S,Yellow,Winter,-1.32650135012724,Yes,Credit Card,Store Pickup,Yes,Yes,-1.270418263763348,Cash,Monthly,1,7,0,16,2,24,3,1,2,5,1,1,1,4,1,0,1,1,1,3,,1,-0.03679510010497017,1
167,0.1270277705528034,Male,Sneakers,Footwear,-1.2145902891246352,Delaware,XL,Indigo,Fall,0.349169757245758,Yes,Cash,Store Pickup,Yes,Yes,0.32179811241656164,Cash,Monthly,1,20,2,7,3,9,0,1,1,5,1,1,1,4,0,1,1,1,1,3,Young Adult,0,-0.9188924372906502,1
168,-0.72791819613074,Male,Gloves,Accessories,-1.3834924072225692,Arkansas,M,Green,Fall,0.349169757245758,Yes,Venmo,Express,Yes,Yes,-0.7858306710129407,Credit Card,Every 3 Months,1,6,0,3,1,8,0,1,5,1,1,1,2,2,0,0,1,1,1,3,,1,-3.089088900884732,1
